epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
11,668.07,1.13162,1.89466,1.6933,1.37377,0,0.81523,0.49398,0.57301,0.4184,0.81136,0.49121,0.55728,0.40577,1.37587,2.29359,1.58311,1.67404,0,0.000901,0.000901,0.000901
12,720.263,1.10601,1.89034,1.5831,1.32721,0,0.58526,0.50167,0.56494,0.39473,0.55646,0.4767,0.53162,0.36954,1.32297,2.34577,1.61528,1.61577,0,0.0008911,0.0008911,0.0008911
13,771.688,1.10588,1.79993,1.53961,1.33766,0,0.53436,0.51138,0.50315,0.3421,0.52659,0.48138,0.48314,0.3252,1.39934,2.36401,1.71284,1.66751,0,0.0008812,0.0008812,0.0008812
14,824.626,1.06812,1.80396,1.47227,1.30493,0,0.58933,0.48486,0.51764,0.34965,0.59578,0.49146,0.51707,0.35492,1.37236,2.29271,1.85121,1.64914,0,0.0008713,0.0008713,0.0008713
15,877.735,1.05168,1.77102,1.43078,1.28554,0,0.59349,0.544,0.54078,0.38807,0.59485,0.54011,0.52904,0.36803,1.37946,2.42683,1.66134,1.67523,0,0.0008614,0.0008614,0.0008614
16,929.493,1.07458,1.72895,1.4046,1.29689,0,0.65303,0.55043,0.5278,0.36747,0.77895,0.45582,0.51621,0.33962,1.32345,2.31001,1.73134,1.60973,0,0.0008515,0.0008515,0.0008515
17,980.906,1.01844,1.74126,1.28757,1.27111,0,0.49299,0.58333,0.52546,0.3606,0.48357,0.58119,0.50705,0.34399,1.3626,2.19965,1.63731,1.65085,0,0.0008416,0.0008416,0.0008416
18,1032.29,1.02843,1.68388,1.34852,1.28542,0,0.58091,0.57715,0.57544,0.39999,0.58911,0.57187,0.55914,0.38955,1.34648,2.37906,1.57289,1.60843,0,0.0008317,0.0008317,0.0008317
19,1084.43,0.96958,1.66302,1.2352,1.23641,0,0.84786,0.49518,0.58107,0.42478,0.81589,0.50783,0.56161,0.41314,1.27683,2.14862,1.45626,1.57639,0,0.0008218,0.0008218,0.0008218
20,1135.8,1.00808,1.69036,1.31558,1.25789,0,0.58725,0.64785,0.60638,0.39614,0.56152,0.61326,0.57383,0.36028,1.28478,2.22983,1.49256,1.57429,0,0.0008119,0.0008119,0.0008119
21,1189.17,0.96365,1.645,1.23079,1.23145,0,0.8176,0.50555,0.55264,0.40464,0.79281,0.48093,0.52938,0.37311,1.29093,2.22165,1.64302,1.55712,0,0.000802,0.000802,0.000802
22,1241.49,0.98988,1.68081,1.22099,1.24884,0,0.6334,0.59426,0.63728,0.44123,0.71427,0.5421,0.62056,0.42437,1.24131,2.11173,1.37723,1.43507,0,0.0007921,0.0007921,0.0007921
23,1293.1,0.95706,1.57705,1.20391,1.22897,0,0.62216,0.57576,0.63011,0.46196,0.76522,0.51294,0.6015,0.42468,1.25597,2.14284,1.41534,1.48232,0,0.0007822,0.0007822,0.0007822
24,1344.25,0.92477,1.52992,1.11503,1.20523,0,0.59575,0.57868,0.58508,0.42262,0.59276,0.57579,0.57576,0.40949,1.22383,2.09572,1.41216,1.50183,0,0.0007723,0.0007723,0.0007723
25,1396.32,0.93024,1.49133,1.11897,1.2118,0,0.57573,0.60421,0.60203,0.42131,0.5633,0.58979,0.59047,0.41509,1.28334,2.19531,1.36974,1.55463,0,0.0007624,0.0007624,0.0007624
26,1447.98,0.90737,1.44195,1.05667,1.18627,0,0.6021,0.64986,0.60517,0.4162,0.59591,0.65118,0.59212,0.40987,1.30031,1.9792,1.31776,1.56172,0,0.0007525,0.0007525,0.0007525
27,1499.2,0.91742,1.58811,1.06882,1.21811,0,0.63116,0.64336,0.67115,0.47286,0.62152,0.63794,0.65647,0.45318,1.27958,2.13722,1.30704,1.5422,0,0.0007426,0.0007426,0.0007426
28,1552.37,0.88786,1.50728,1.01125,1.18964,0,0.75267,0.55282,0.66253,0.46341,0.76862,0.55708,0.64956,0.45589,1.20381,1.93878,1.28725,1.47999,0,0.0007327,0.0007327,0.0007327
29,1604.27,0.93118,1.53655,1.05111,1.20316,0,0.88125,0.55697,0.67582,0.45928,0.88308,0.55645,0.66699,0.43198,1.26989,1.99742,1.27288,1.53524,0,0.0007228,0.0007228,0.0007228
30,1656.27,0.93452,1.53965,1.03904,1.20308,0,0.76247,0.61667,0.69654,0.48705,0.75949,0.61389,0.68167,0.46557,1.20891,1.97822,1.2122,1.47987,0,0.0007129,0.0007129,0.0007129
31,1708.01,0.8972,1.54472,0.99791,1.19068,0,0.77255,0.57288,0.68186,0.47162,0.79469,0.57089,0.67743,0.43854,1.22884,1.97516,1.20851,1.48241,0,0.000703,0.000703,0.000703
32,1759.37,0.8905,1.52597,1.02077,1.18376,0,0.79174,0.53391,0.62788,0.45789,0.78219,0.53011,0.61976,0.43102,1.22244,2.06573,1.26943,1.47351,0,0.0006931,0.0006931,0.0006931
33,1811.13,0.86472,1.45488,0.96197,1.16364,0,0.81303,0.59664,0.67306,0.49253,0.8063,0.59109,0.6511,0.44107,1.17606,2.02777,1.13838,1.42969,0,0.0006832,0.0006832,0.0006832
34,1862.66,0.8937,1.49176,1.01961,1.16968,0,0.73535,0.55187,0.62653,0.45149,0.78178,0.56292,0.6239,0.43199,1.24867,2.05166,1.27269,1.5498,0,0.0006733,0.0006733,0.0006733
35,1916.52,0.87426,1.40814,0.94736,1.16694,0,0.67369,0.62643,0.65435,0.44982,0.68018,0.62564,0.64366,0.43685,1.24004,1.93225,1.1809,1.48302,0,0.0006634,0.0006634,0.0006634
36,1969.26,0.84881,1.4282,0.94762,1.17296,0,0.62736,0.6988,0.69955,0.47652,0.60854,0.68319,0.69177,0.45033,1.25895,1.96199,1.21017,1.53816,0,0.0006535,0.0006535,0.0006535
37,2021.37,0.82503,1.39375,0.91198,1.13821,0,0.79205,0.6202,0.67578,0.48285,0.78418,0.61616,0.6752,0.47304,1.22739,2.00956,1.26009,1.50266,0,0.0006436,0.0006436,0.0006436
38,2072.65,0.86768,1.46117,0.93131,1.15384,0,0.76996,0.60269,0.68021,0.46178,0.8061,0.58814,0.66691,0.44911,1.1867,1.9633,1.20784,1.45155,0,0.0006337,0.0006337,0.0006337
39,2124.34,0.83702,1.38666,0.90682,1.14454,0,0.82411,0.5937,0.69111,0.46991,0.78177,0.58594,0.66353,0.45682,1.24811,2.07621,1.22278,1.47563,0,0.0006238,0.0006238,0.0006238
40,2175.56,0.81048,1.41868,0.88905,1.12649,0,0.85017,0.63208,0.73072,0.49184,0.83363,0.6212,0.71661,0.47479,1.2412,1.94142,1.13284,1.4313,0,0.0006139,0.0006139,0.0006139
41,2226.93,0.82632,1.40279,0.88565,1.1215,0,0.80576,0.59987,0.68962,0.49887,0.80227,0.5971,0.6788,0.47191,1.20355,1.92375,1.13589,1.43477,0,0.000604,0.000604,0.000604
42,2280.33,0.80112,1.37324,0.83656,1.11907,0,0.80269,0.60766,0.67841,0.46305,0.81406,0.61299,0.67431,0.45036,1.25184,2.01588,1.20486,1.52176,0,0.0005941,0.0005941,0.0005941
43,2332.75,0.79801,1.34752,0.83079,1.11229,0,0.7227,0.66053,0.70439,0.48053,0.6931,0.64839,0.67903,0.47581,1.18747,1.98395,1.16629,1.46343,0,0.0005842,0.0005842,0.0005842
44,2385.09,0.77042,1.34546,0.82004,1.12065,0,0.72862,0.70005,0.71662,0.48747,0.74055,0.6708,0.71054,0.48665,1.20053,1.92382,1.10692,1.42818,0,0.0005743,0.0005743,0.0005743
45,2436.68,0.80866,1.35064,0.83994,1.11426,0,0.76711,0.61069,0.68346,0.47982,0.77113,0.60732,0.67836,0.47005,1.28062,1.96313,1.15716,1.52373,0,0.0005644,0.0005644,0.0005644
46,2488.75,0.80065,1.30163,0.81536,1.10823,0,0.71772,0.66174,0.7383,0.52689,0.73184,0.67616,0.73256,0.50148,1.19525,1.93227,1.10615,1.4398,0,0.0005545,0.0005545,0.0005545
47,2540.58,0.80617,1.28839,0.84193,1.12588,0,0.69911,0.66542,0.72535,0.51452,0.78152,0.6185,0.71146,0.48243,1.16657,1.95118,1.06486,1.42071,0,0.0005446,0.0005446,0.0005446
48,2592.18,0.81743,1.34101,0.81858,1.12765,0,0.72882,0.69307,0.72327,0.51205,0.72657,0.69805,0.72291,0.4891,1.21935,1.9934,1.16477,1.46469,0,0.0005347,0.0005347,0.0005347
49,2645.35,0.78925,1.27584,0.78672,1.13253,0,0.62678,0.73668,0.70761,0.50116,0.61483,0.70534,0.68865,0.47008,1.2223,1.99382,1.14598,1.49617,0,0.0005248,0.0005248,0.0005248
50,2698.14,0.79154,1.28868,0.78333,1.11012,0,0.75268,0.71313,0.73014,0.52489,0.8085,0.65117,0.72154,0.48754,1.22459,1.97413,1.10332,1.46138,0,0.0005149,0.0005149,0.0005149
51,2750.26,0.76401,1.24393,0.74773,1.09118,0,0.80718,0.66048,0.68004,0.49366,0.75256,0.64659,0.64807,0.47577,1.2259,1.97618,1.21039,1.53801,0,0.000505,0.000505,0.000505
52,2801.13,0.7719,1.33788,0.76849,1.11557,0,0.75606,0.67141,0.72624,0.52024,0.74634,0.66957,0.70712,0.49234,1.25785,1.95203,1.1328,1.52461,0,0.0004951,0.0004951,0.0004951
53,2853.13,0.77952,1.29019,0.75484,1.10603,0,0.77131,0.66369,0.72102,0.52157,0.75567,0.67083,0.70741,0.49982,1.19631,1.92056,1.10727,1.44866,0,0.0004852,0.0004852,0.0004852
54,2904.57,0.76515,1.27026,0.73797,1.11606,0,0.82244,0.63602,0.72691,0.52144,0.85431,0.65702,0.73887,0.49625,1.19014,2.05638,1.08604,1.44321,0,0.0004753,0.0004753,0.0004753
55,2956.02,0.76278,1.27332,0.75329,1.09602,0,0.74218,0.64464,0.70644,0.52131,0.75089,0.66713,0.71855,0.50269,1.16771,2.10224,1.06071,1.43756,0,0.0004654,0.0004654,0.0004654
56,3008.6,0.744,1.22586,0.73553,1.08265,0,0.65982,0.65638,0.71857,0.52336,0.80112,0.59127,0.70487,0.49534,1.13924,1.9062,1.11987,1.40893,0,0.0004555,0.0004555,0.0004555
57,3060.81,0.74622,1.22508,0.7481,1.10786,0,0.73699,0.63319,0.75878,0.52693,0.75095,0.62778,0.72939,0.48817,1.13861,1.95051,1.01447,1.39772,0,0.0004456,0.0004456,0.0004456
58,3112.91,0.70201,1.17472,0.6796,1.05003,0,0.71585,0.67809,0.69918,0.49372,0.70996,0.67199,0.68534,0.45684,1.18307,1.94819,1.08273,1.44842,0,0.0004357,0.0004357,0.0004357
59,3164.19,0.68219,1.14628,0.6419,1.04708,0,0.74533,0.67105,0.73641,0.51249,0.76208,0.64586,0.70796,0.49561,1.15507,2.05946,1.08578,1.42012,0,0.0004258,0.0004258,0.0004258
60,3215.98,0.7811,1.33943,0.75835,1.10738,0,0.78322,0.72462,0.76781,0.53993,0.80412,0.68813,0.72589,0.51951,1.1522,1.97449,1.01884,1.39531,0,0.0004159,0.0004159,0.0004159
61,3267.65,0.75413,1.22736,0.73182,1.0786,0,0.74743,0.69149,0.74047,0.52284,0.77283,0.67563,0.73241,0.51211,1.11165,1.98105,1.03598,1.38291,0,0.000406,0.000406,0.000406
62,3318.4,0.70353,1.1582,0.67583,1.06161,0,0.78418,0.65941,0.72545,0.4933,0.78246,0.66108,0.72512,0.47807,1.20585,1.94192,1.07358,1.4635,0,0.0003961,0.0003961,0.0003961
63,3369.55,0.71984,1.23463,0.6954,1.06276,0,0.76639,0.68691,0.7529,0.52897,0.78827,0.70723,0.7629,0.52398,1.14552,1.85901,1.00871,1.42417,0,0.0003862,0.0003862,0.0003862
64,3419.96,0.69759,1.19315,0.66208,1.05489,0,0.766,0.7045,0.74597,0.5319,0.76542,0.69914,0.74894,0.52437,1.12321,1.84961,1.05374,1.41081,0,0.0003763,0.0003763,0.0003763
65,3470.55,0.70447,1.14416,0.63634,1.04874,0,0.7781,0.66717,0.73576,0.52911,0.77936,0.69494,0.74445,0.51753,1.10755,1.96064,1.09373,1.39843,0,0.0003664,0.0003664,0.0003664
66,3520.27,0.71204,1.1872,0.65815,1.06456,0,0.75953,0.64978,0.71559,0.50304,0.78278,0.66027,0.72828,0.49862,1.16585,1.96671,1.14346,1.43526,0,0.0003565,0.0003565,0.0003565
67,3570.81,0.68934,1.21229,0.63026,1.04305,0,0.76958,0.68748,0.72194,0.52411,0.78589,0.70417,0.72974,0.49957,1.11992,1.98966,1.07119,1.39077,0,0.0003466,0.0003466,0.0003466
68,3621.7,0.67747,1.1494,0.63656,1.05105,0,0.83356,0.66585,0.75618,0.5453,0.84083,0.66977,0.73532,0.51096,1.10175,1.97633,1.01197,1.38505,0,0.0003367,0.0003367,0.0003367
69,3671.66,0.69281,1.16982,0.62166,1.03821,0,0.80016,0.70352,0.7493,0.52826,0.78711,0.68247,0.74117,0.50136,1.16192,1.95908,0.97331,1.42423,0,0.0003268,0.0003268,0.0003268
70,3725.63,0.66801,1.13528,0.62555,1.0382,0,0.7743,0.69458,0.7494,0.53583,0.75805,0.68167,0.73364,0.51301,1.13944,1.94792,0.98999,1.4073,0,0.0003169,0.0003169,0.0003169
71,3776.88,0.67915,1.14506,0.63894,1.0368,0,0.72097,0.72571,0.73731,0.51019,0.72513,0.71341,0.73459,0.49504,1.17295,1.99921,1.04489,1.41851,0,0.000307,0.000307,0.000307
72,3830.26,0.6794,1.15375,0.61703,1.03306,0,0.70686,0.77255,0.76761,0.52981,0.69937,0.76479,0.74904,0.52493,1.16162,2.00763,0.98717,1.40848,0,0.0002971,0.0002971,0.0002971
73,3880.48,0.66747,1.11578,0.59457,1.03827,0,0.76714,0.74632,0.76309,0.52705,0.77044,0.74707,0.75918,0.52249,1.20147,2.04629,1.01686,1.45249,0,0.0002872,0.0002872,0.0002872
74,3932.61,0.70393,1.14509,0.62891,1.04566,0,0.86345,0.68939,0.77917,0.52533,0.85685,0.68403,0.75941,0.51755,1.21331,1.99475,1.0203,1.45984,0,0.0002773,0.0002773,0.0002773
75,3983.75,0.64201,1.0458,0.58768,1.02359,0,0.7614,0.73594,0.75234,0.53499,0.75737,0.73281,0.74067,0.52223,1.15885,2.01121,0.99258,1.41742,0,0.0002674,0.0002674,0.0002674
76,4034.36,0.68531,1.10657,0.6046,1.05035,0,0.7904,0.71111,0.75921,0.53701,0.80301,0.71921,0.7661,0.52103,1.15796,2.01111,0.96977,1.41425,0,0.0002575,0.0002575,0.0002575
77,4086.69,0.65294,1.08597,0.58446,1.03002,0,0.81101,0.72639,0.76913,0.52419,0.81807,0.73256,0.77071,0.51117,1.18927,1.99797,0.94095,1.41277,0,0.0002476,0.0002476,0.0002476
78,4140.63,0.64176,1.08301,0.58195,1.02209,0,0.88293,0.72197,0.78153,0.53056,0.8856,0.72399,0.76919,0.51756,1.16716,1.96436,0.95452,1.39019,0,0.0002377,0.0002377,0.0002377
79,4193.68,0.63617,1.05689,0.57225,1.0168,0,0.8766,0.70362,0.7741,0.54357,0.86991,0.69465,0.7609,0.52511,1.12641,1.99837,0.9537,1.37421,0,0.0002278,0.0002278,0.0002278
80,4245.71,0.6315,1.05351,0.57036,1.01255,0,0.74088,0.73436,0.75641,0.55025,0.76211,0.73491,0.75374,0.52806,1.08042,2.01998,0.95437,1.35396,0,0.0002179,0.0002179,0.0002179
81,4297.71,0.65321,1.09746,0.58544,1.01554,0,0.76738,0.70342,0.75264,0.54178,0.77155,0.74783,0.76779,0.51646,1.11995,1.96634,0.92256,1.38394,0,0.000208,0.000208,0.000208
82,4347.88,0.63506,1.09812,0.57684,1.03059,0,0.83482,0.68384,0.75761,0.53308,0.85382,0.69201,0.76341,0.50405,1.16752,1.94121,0.91863,1.42131,0,0.0001981,0.0001981,0.0001981
83,4398.96,0.62225,1.02851,0.55025,1.0141,0,0.80501,0.7194,0.76085,0.52683,0.82715,0.70636,0.74312,0.48887,1.13195,1.98945,0.9357,1.40208,0,0.0001882,0.0001882,0.0001882
84,4450.95,0.64294,1.07664,0.5892,1.01476,0,0.80861,0.69887,0.76557,0.53909,0.87937,0.68043,0.75174,0.50794,1.09051,1.99428,0.9376,1.37243,0,0.0001783,0.0001783,0.0001783
85,4501.6,0.61046,1.02558,0.52794,1.02211,0,0.81606,0.72751,0.77128,0.55338,0.80985,0.70772,0.75325,0.51438,1.1097,2.00083,0.93883,1.39394,0,0.0001684,0.0001684,0.0001684
86,4552.18,0.63505,1.06906,0.54463,1.00975,0,0.79567,0.70273,0.75729,0.54741,0.81813,0.69638,0.75865,0.52145,1.11517,1.9958,0.98758,1.391,0,0.0001585,0.0001585,0.0001585
87,4602.7,0.61744,1.03924,0.54173,0.99608,0,0.83418,0.68772,0.75605,0.54185,0.84589,0.68505,0.76337,0.51695,1.13778,1.99649,0.97714,1.40906,0,0.0001486,0.0001486,0.0001486
88,4652.69,0.59704,1.03086,0.52678,1.00357,0,0.86544,0.6985,0.75923,0.544,0.88974,0.69635,0.76389,0.52612,1.11168,2.05145,0.96204,1.39438,0,0.0001387,0.0001387,0.0001387
89,4703.14,0.622,1.03304,0.54005,1.02938,0,0.82411,0.72238,0.75873,0.54905,0.86378,0.70109,0.76172,0.53451,1.12971,2.00287,0.96924,1.39818,0,0.0001288,0.0001288,0.0001288
90,4751.61,0.59513,1.05601,0.53867,1.01354,0,0.84955,0.7004,0.76594,0.55587,0.8605,0.70756,0.76595,0.53129,1.14265,2.0149,0.96137,1.40528,0,0.0001189,0.0001189,0.0001189
91,4802.81,0.58939,0.95251,0.59247,1.06396,0,0.81964,0.69336,0.75703,0.54515,0.73966,0.7429,0.75815,0.51221,1.16125,2.24453,1.01598,1.44074,0,0.000109,0.000109,0.000109
92,4855.19,0.61728,0.93481,0.56023,1.0923,0,0.86327,0.6759,0.76177,0.54843,0.84999,0.66554,0.74558,0.5166,1.15269,2.19743,0.95708,1.43781,0,9.91e-05,9.91e-05,9.91e-05
93,4906.59,0.55685,0.9039,0.51588,1.00211,0,0.79625,0.70086,0.76169,0.56258,0.79511,0.70077,0.75212,0.53415,1.12647,2.11769,0.92966,1.40648,0,8.92e-05,8.92e-05,8.92e-05
94,4957.42,0.5432,0.91234,0.50824,1.02808,0,0.75701,0.75085,0.77789,0.56804,0.83038,0.69314,0.77275,0.54049,1.10765,2.07609,0.91178,1.39172,0,7.93e-05,7.93e-05,7.93e-05
95,5007.95,0.51893,0.85513,0.46988,1.00909,0,0.71555,0.75518,0.76828,0.55787,0.86142,0.65533,0.76668,0.53762,1.11663,2.07642,0.93993,1.39474,0,6.94e-05,6.94e-05,6.94e-05
96,5058.92,0.50366,0.84253,0.45424,0.9705,0,0.77531,0.68978,0.76938,0.55992,0.78243,0.6938,0.76556,0.53136,1.09827,2.07097,0.95884,1.39175,0,5.95e-05,5.95e-05,5.95e-05
97,5107.92,0.51085,0.85287,0.47573,0.97988,0,0.73089,0.75569,0.76697,0.55254,0.74044,0.76402,0.76698,0.5395,1.11307,2.03913,0.94542,1.41652,0,4.96e-05,4.96e-05,4.96e-05
98,5160.61,0.51581,0.8425,0.4642,1.01224,0,0.85234,0.70463,0.78111,0.57211,0.87018,0.71131,0.79014,0.5485,1.11911,2.03021,0.92674,1.43745,0,3.97e-05,3.97e-05,3.97e-05
99,5212.77,0.50803,0.84727,0.4552,0.99314,0,0.82683,0.71095,0.77784,0.56704,0.83052,0.71234,0.77531,0.54721,1.11983,2.00785,0.90524,1.44823,0,2.98e-05,2.98e-05,2.98e-05
100,5264.11,0.51316,0.84888,0.44938,0.98764,0,0.82349,0.69773,0.77604,0.56544,0.82794,0.69912,0.77908,0.54836,1.10946,2.02011,0.91761,1.42104,0,1.99e-05,1.99e-05,1.99e-05
